iShares Russell 3000 ETF,,,,,,,,,,,,,,
Fund Holdings as of,"Feb 11, 2026",,,,,,,,,,,,,
Inception Date,"May 22, 2000",,,,,,,,,,,,,
Shares Outstanding,"47,500,000.00",,,,,,,,,,,,,
Stock,-,,,,,,,,,,,,,
Bond,-,,,,,,,,,,,,,
Cash,-,,,,,,,,,,,,,
,-,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
RPM,RPM INTERNATIONAL INC,Materials,Equity,"4,307,790.46",0.02,"4,307,790.46","36,121.00",119.26,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,Equity,"4,308,423.09",0.02,"4,308,423.09","72,447.00",59.47,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
AFRM,AFFIRM HOLDINGS INC CLASS A,Financials,Equity,"4,235,298.32",0.02,"4,235,298.32","74,908.00",56.54,United States,NASDAQ,USD,1.00,USD,-
SATS,ECHOSTAR CORP CLASS A,Communication,Equity,"4,207,263.62",0.02,"4,207,263.62","38,227.00",110.06,United States,NASDAQ,USD,1.00,USD,-
AVY,AVERY DENNISON CORP,Materials,Equity,"4,142,649.42",0.02,"4,142,649.42","21,489.00",192.78,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
TYL,TYLER TECHNOLOGIES INC,Information Technology,Equity,"4,142,921.00",0.02,"4,142,921.00","12,212.00",339.25,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
FNF,FIDELITY NATIONAL FINANCIAL INC,Financials,Equity,"4,140,360.78",0.02,"4,140,360.78","72,498.00",57.11,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
HL,HECLA MINING,Materials,Equity,"4,136,416.14",0.02,"4,136,416.14","174,606.00",23.69,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
KIM,KIMCO REALTY REIT CORP,Real Estate,Equity,"4,134,823.68",0.02,"4,134,823.68","188,032.00",21.99,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
MTSI,MACOM TECHNOLOGY SOLUTIONS INC,Information Technology,Equity,"4,117,543.32",0.02,"4,117,543.32","17,378.00",236.94,United States,NASDAQ,USD,1.00,USD,-
WSO,WATSCO INC,Industrials,Equity,"4,118,450.56",0.02,"4,118,450.56","9,632.00",427.58,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
HAS,HASBRO INC,Consumer Discretionary,Equity,"4,105,810.64",0.02,"4,105,810.64","38,756.00",105.94,United States,NASDAQ,USD,1.00,USD,-
PNFP,PINNACLE FINANCIAL PARTNERS INC,Financials,Equity,"4,088,066.76",0.02,"4,088,066.76","41,796.00",97.81,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
RRX,REGAL REXNORD CORP,Industrials,Equity,"4,058,536.96",0.02,"4,058,536.96","18,112.00",224.08,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
RNR,RENAISSANCERE HOLDING LTD,Financials,Equity,"4,053,668.19",0.02,"4,053,668.19","13,299.00",304.81,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
RGA,REINSURANCE GROUP OF AMERICA INC,Financials,Equity,"4,046,755.20",0.02,"4,046,755.20","18,336.00",220.70,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
WCC,WESCO INTERNATIONAL INC,Industrials,Equity,"4,040,310.78",0.02,"4,040,310.78","13,337.00",302.94,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
LSCC,LATTICE SEMICONDUCTOR CORP,Information Technology,Equity,"4,034,173.57",0.02,"4,034,173.57","38,141.00",105.77,United States,NASDAQ,USD,1.00,USD,-
TEAM,ATLASSIAN CORP CLASS A,Information Technology,Equity,"4,030,276.77",0.02,"4,030,276.77","46,341.00",86.97,United States,NASDAQ,USD,1.00,USD,-
TKO,TKO GROUP HOLDINGS INC CLASS A,Communication,Equity,"4,024,569.40",0.02,"4,024,569.40","19,130.00",210.38,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
JLL,JONES LANG LASALLE INC,Real Estate,Equity,"4,023,179.03",0.02,"4,023,179.03","13,273.00",303.11,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
OKTA,OKTA INC CLASS A,Information Technology,Equity,"4,009,632.78",0.02,"4,009,632.78","45,471.00",88.18,United States,NASDAQ,USD,1.00,USD,-
CDE,COEUR MINING INC,Materials,Equity,"4,005,118.56",0.02,"4,005,118.56","173,532.00",23.08,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
MRNA,MODERNA INC,Health Care,Equity,"4,000,362.50",0.02,"4,000,362.50","98,750.00",40.51,United States,NASDAQ,USD,1.00,USD,-
KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,Industrials,Equity,"3,983,105.28",0.02,"3,983,105.28","45,376.00",87.78,United States,NASDAQ,USD,1.00,USD,-
BWA,BORGWARNER INC,Consumer Discretionary,Equity,"3,953,507.10",0.02,"3,953,507.10","59,811.00",66.10,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
PFGC,PERFORMANCE FOOD GROUP,Consumer Staples,Equity,"3,933,786.06",0.02,"3,933,786.06","43,578.00",90.27,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
BLDR,BUILDERS FIRSTSOURCE INC,Industrials,Equity,"3,903,912.76",0.02,"3,903,912.76","30,754.00",126.94,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
CG,CARLYLE GROUP INC,Financials,Equity,"3,898,996.96",0.02,"3,898,996.96","72,824.00",53.54,United States,NASDAQ,USD,1.00,USD,-
RL,RALPH LAUREN CORP CLASS A,Consumer Discretionary,Equity,"3,899,964.48",0.02,"3,899,964.48","10,848.00",359.51,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
HST,HOST HOTELS & RESORTS REIT INC,Real Estate,Equity,"3,898,068.24",0.02,"3,898,068.24","195,294.00",19.96,United States,NASDAQ,USD,1.00,USD,-
TRU,TRANSUNION,Industrials,Equity,"3,889,758.20",0.02,"3,889,758.20","54,190.00",71.78,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
EG,EVEREST GROUP LTD,Financials,Equity,"3,882,000.76",0.02,"3,882,000.76","11,678.00",332.42,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
CLH,CLEAN HARBORS INC,Industrials,Equity,"3,866,093.40",0.02,"3,866,093.40","14,079.00",274.60,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
SWK,STANLEY BLACK & DECKER INC,Industrials,Equity,"3,850,150.37",0.02,"3,850,150.37","42,529.00",90.53,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
REG,REGENCY CENTERS REIT CORP,Real Estate,Equity,"3,848,505.69",0.02,"3,848,505.69","50,327.00",76.47,United States,NASDAQ,USD,1.00,USD,-
HEI,HEICO CORP,Industrials,Equity,"3,803,030.40",0.02,"3,803,030.40","11,796.00",322.40,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
TW,TRADEWEB MARKETS INC CLASS A,Financials,Equity,"3,785,998.32",0.02,"3,785,998.32","32,916.00",115.02,United States,NASDAQ,USD,1.00,USD,-
GEN,GEN DIGITAL INC,Information Technology,Equity,"3,767,725.75",0.02,"3,767,725.75","152,725.00",24.67,United States,NASDAQ,USD,1.00,USD,-
ALGN,ALIGN TECHNOLOGY INC,Health Care,Equity,"3,768,095.78",0.02,"3,768,095.78","19,078.00",197.51,United States,NASDAQ,USD,1.00,USD,-
NBIX,NEUROCRINE BIOSCIENCES INC,Health Care,Equity,"3,768,329.92",0.02,"3,768,329.92","27,418.00",137.44,United States,NASDAQ,USD,1.00,USD,-
SNX,TD SYNNEX CORP,Information Technology,Equity,"3,768,390.00",0.02,"3,768,390.00","22,167.00",170.00,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
DCI,DONALDSON INC,Industrials,Equity,"3,766,898.76",0.02,"3,766,898.76","34,068.00",110.57,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ACM,AECOM,Industrials,Equity,"3,751,657.91",0.02,"3,751,657.91","37,193.00",100.87,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
OHI,OMEGA HEALTHCARE INVESTORS REIT IN,Real Estate,Equity,"3,739,452.86",0.02,"3,739,452.86","79,937.00",46.78,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
DKS,DICKS SPORTING INC,Consumer Discretionary,Equity,"3,739,476.54",0.02,"3,739,476.54","18,294.00",204.41,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
STRL,STERLING INFRASTRUCTURE INC,Industrials,Equity,"3,734,229.46",0.02,"3,734,229.46","8,606.00",433.91,United States,NASDAQ,USD,1.00,USD,-
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,Equity,"3,729,242.40",0.02,"3,729,242.40","39,338.00",94.80,United States,NASDAQ,USD,1.00,USD,-
VIK,VIKING HOLDINGS LTD,Consumer Discretionary,Equity,"3,722,400.64",0.02,"3,722,400.64","48,608.00",76.58,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
IONS,IONIS PHARMACEUTICALS INC,Health Care,Equity,"3,685,082.80",0.02,"3,685,082.80","43,688.00",84.35,United States,NASDAQ,USD,1.00,USD,-
GH,GUARDANT HEALTH INC,Health Care,Equity,"3,668,262.84",0.02,"3,668,262.84","34,098.00",107.58,United States,NASDAQ,USD,1.00,USD,-
UDR,UDR REIT INC,Real Estate,Equity,"3,661,584.13",0.02,"3,661,584.13","92,069.00",39.77,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
MLI,MUELLER INDUSTRIES INC,Industrials,Equity,"3,659,661.21",0.02,"3,659,661.21","30,353.00",120.57,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
BJ,BJS WHOLESALE CLUB HOLDINGS INC,Consumer Staples,Equity,"3,640,541.12",0.02,"3,640,541.12","36,581.00",99.52,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
DTM,DT MIDSTREAM INC,Energy,Equity,"3,641,425.68",0.02,"3,641,425.68","27,662.00",131.64,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
PEN,PENUMBRA INC,Health Care,Equity,"3,635,618.48",0.02,"3,635,618.48","10,748.00",338.26,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
CCK,CROWN HOLDINGS INC,Materials,Equity,"3,631,340.79",0.02,"3,631,340.79","32,571.00",111.49,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
CACI,CACI INTERNATIONAL INC CLASS A,Industrials,Equity,"3,632,315.03",0.02,"3,632,315.03","6,341.00",572.83,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
BBY,BEST BUY INC,Consumer Discretionary,Equity,"3,610,581.00",0.02,"3,610,581.00","53,825.00",67.08,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
EVR,EVERCORE INC CLASS A,Financials,Equity,"3,605,468.70",0.02,"3,605,468.70","10,434.00",345.55,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
TOST,TOAST INC CLASS A,Financials,Equity,"3,597,123.54",0.02,"3,597,123.54","128,377.00",28.02,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
FOXA,FOX CORP CLASS A,Communication,Equity,"3,594,245.76",0.02,"3,594,245.76","58,816.00",61.11,United States,NASDAQ,USD,1.00,USD,-
OVV,OVINTIV INC,Energy,Equity,"3,572,811.00",0.02,"3,572,811.00","74,745.00",47.80,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,Information Technology,Equity,"3,564,724.41",0.02,"3,564,724.41","14,118.00",252.50,United States,NASDAQ,USD,1.00,USD,-
SF,STIFEL FINANCIAL CORP,Financials,Equity,"3,548,174.12",0.02,"3,548,174.12","28,612.00",124.01,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ELS,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,Equity,"3,546,856.95",0.02,"3,546,856.95","53,781.00",65.95,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
DKNG,DRAFTKINGS INC CLASS A,Consumer Discretionary,Equity,"3,518,992.60",0.02,"3,518,992.60","133,802.00",26.30,United States,NASDAQ,USD,1.00,USD,-
DY,DYCOM INDUSTRIES INC,Industrials,Equity,"3,519,938.56",0.02,"3,519,938.56","8,192.00",429.68,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
FHN,FIRST HORIZON CORP,Financials,Equity,"3,487,286.40",0.02,"3,487,286.40","139,715.00",24.96,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
TXRH,TEXAS ROADHOUSE INC,Consumer Discretionary,Equity,"3,487,330.66",0.02,"3,487,330.66","19,018.00",183.37,United States,NASDAQ,USD,1.00,USD,-
ELAN,ELANCO ANIMAL HEALTH INC,Health Care,Equity,"3,485,710.38",0.02,"3,485,710.38","135,578.00",25.71,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
GNRC,GENERAC HOLDINGS INC,Industrials,Equity,"3,484,772.91",0.02,"3,484,772.91","16,209.00",214.99,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
GDDY,GODADDY INC CLASS A,Information Technology,Equity,"3,469,547.10",0.02,"3,469,547.10","38,253.00",90.70,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
GLPI,GAMING AND LEISURE PROPERTIES REIT,Real Estate,Equity,"3,461,433.92",0.02,"3,461,433.92","74,858.00",46.24,United States,NASDAQ,USD,1.00,USD,-
EQH,EQUITABLE HOLDINGS INC,Financials,Equity,"3,461,846.85",0.02,"3,461,846.85","77,707.00",44.55,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Health Care,Equity,"3,462,397.76",0.02,"3,462,397.76","14,968.00",231.32,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
WMS,ADVANCED DRAINAGE SYSTEMS INC,Industrials,Equity,"3,460,469.00",0.02,"3,460,469.00","19,975.00",173.24,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
JKHY,JACK HENRY AND ASSOCIATES INC,Financials,Equity,"3,447,342.15",0.02,"3,447,342.15","20,811.00",165.65,United States,NASDAQ,USD,1.00,USD,-
UNM,UNUM,Financials,Equity,"3,441,319.31",0.02,"3,441,319.31","48,191.00",71.41,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
IT,GARTNER INC,Information Technology,Equity,"3,417,974.80",0.02,"3,417,974.80","21,160.00",161.53,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
PR,PERMIAN RESOURCES CORP CLASS A,Energy,Equity,"3,413,854.98",0.02,"3,413,854.98","198,711.00",17.18,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
TTD,TRADE DESK INC CLASS A,Communication,Equity,"3,398,984.75",0.02,"3,398,984.75","124,825.00",27.23,United States,NASDAQ,USD,1.00,USD,-
DPZ,DOMINOS PIZZA INC,Consumer Discretionary,Equity,"3,392,640.00",0.02,"3,392,640.00","8,835.00",384.00,United States,NASDAQ,USD,1.00,USD,-
SCI,SERVICE,Consumer Discretionary,Equity,"3,371,250.99",0.02,"3,371,250.99","39,939.00",84.41,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
RVTY,REVVITY INC,Health Care,Equity,"3,362,586.00",0.02,"3,362,586.00","33,260.00",101.10,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
CPT,CAMDEN PROPERTY TRUST REIT,Real Estate,Equity,"3,362,895.12",0.02,"3,362,895.12","30,362.00",110.76,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
SOLV,SOLVENTUM CORP,Health Care,Equity,"3,355,676.71",0.02,"3,355,676.71","41,179.00",81.49,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
DOC,HEALTHPEAK PROPERTIES INC,Real Estate,Equity,"3,331,249.28",0.02,"3,331,249.28","196,418.00",16.96,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
SOLS,SOLSTICE ADVANCED MATERIALS INC,Materials,Equity,"3,325,081.80",0.02,"3,325,081.80","44,364.00",74.95,United States,NASDAQ,USD,1.00,USD,-
GL,GLOBE LIFE INC,Financials,Equity,"3,322,192.26",0.02,"3,322,192.26","23,082.00",143.93,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
OC,OWENS CORNING,Industrials,Equity,"3,315,877.50",0.02,"3,315,877.50","23,950.00",138.45,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
AGNC,AGNC INVESTMENT REIT CORP,Financials,Equity,"3,316,174.47",0.02,"3,316,174.47","290,129.00",11.43,United States,NASDAQ,USD,1.00,USD,-
WBS,WEBSTER FINANCIAL CORP,Financials,Equity,"3,307,316.00",0.02,"3,307,316.00","45,776.00",72.25,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ENSG,ENSIGN GROUP INC,Health Care,Equity,"3,300,654.00",0.02,"3,300,654.00","15,575.00",211.92,United States,NASDAQ,USD,1.00,USD,-
MOD,MODINE MANUFACTURING,Industrials,Equity,"3,267,696.50",0.02,"3,267,696.50","14,887.00",219.50,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
OSK,OSHKOSH CORP,Industrials,Equity,"3,258,637.44",0.02,"3,258,637.44","18,672.00",174.52,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
NYT,NEW YORK TIMES CLASS A,Communication,Equity,"3,253,500.40",0.02,"3,253,500.40","45,580.00",71.38,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
PNW,PINNACLE WEST CORP,Utilities,Equity,"3,252,773.52",0.02,"3,252,773.52","33,876.00",96.02,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
AES,AES CORP,Utilities,Equity,"3,248,642.64",0.02,"3,248,642.64","197,606.00",16.44,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
LAMR,LAMAR ADVERTISING COMPANY CLAS,Real Estate,Equity,"3,226,600.64",0.02,"3,226,600.64","24,326.00",132.64,United States,NASDAQ,USD,1.00,USD,-
EXEL,EXELIXIS INC,Health Care,Equity,"3,224,622.24",0.02,"3,224,622.24","75,096.00",42.94,United States,NASDAQ,USD,1.00,USD,-
EHC,ENCOMPASS HEALTH CORP,Health Care,Equity,"3,221,298.57",0.02,"3,221,298.57","28,399.00",113.43,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ROKU,ROKU INC CLASS A,Communication,Equity,"3,213,258.40",0.02,"3,213,258.40","36,560.00",87.89,United States,NASDAQ,USD,1.00,USD,-
AIT,APPLIED INDUSTRIAL TECHNOLOGIES IN,Industrials,Equity,"3,207,925.50",0.02,"3,207,925.50","11,050.00",290.31,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
FLS,FLOWSERVE CORP,Industrials,Equity,"3,208,383.96",0.02,"3,208,383.96","37,074.00",86.54,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
BBIO,BRIDGEBIO PHARMA INC,Health Care,Equity,"3,198,874.59",0.02,"3,198,874.59","43,623.00",73.33,United States,NASDAQ,USD,1.00,USD,-
RIVN,RIVIAN AUTOMOTIVE INC CLASS A,Consumer Discretionary,Equity,"3,184,617.60",0.02,"3,184,617.60","215,760.00",14.76,United States,NASDAQ,USD,1.00,USD,-
SJM,JM SMUCKER,Consumer Staples,Equity,"3,168,874.98",0.02,"3,168,874.98","28,533.00",111.06,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
BAX,BAXTER INTERNATIONAL INC,Health Care,Equity,"3,164,188.41",0.02,"3,164,188.41","142,083.00",22.27,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
IONQ,IONQ INC,Information Technology,Equity,"3,145,862.39",0.02,"3,145,862.39","93,599.00",33.61,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
FIVE,FIVE BELOW INC,Consumer Discretionary,Equity,"3,144,772.84",0.02,"3,144,772.84","15,257.00",206.12,United States,NASDAQ,USD,1.00,USD,-
BMRN,BIOMARIN PHARMACEUTICAL INC,Health Care,Equity,"3,136,723.10",0.02,"3,136,723.10","52,010.00",60.31,United States,NASDAQ,USD,1.00,USD,-
ALLY,ALLY FINANCIAL INC,Financials,Equity,"3,127,875.60",0.02,"3,127,875.60","75,045.00",41.68,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
PINS,PINTEREST INC CLASS A,Communication,Equity,"3,120,737.75",0.02,"3,120,737.75","163,475.00",19.09,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
CNH,CNH INDUSTRIAL N.V. NV,Industrials,Equity,"3,113,625.60",0.02,"3,113,625.60","243,252.00",12.80,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ONTO,ONTO INNOVATION INC,Information Technology,Equity,"3,111,433.38",0.02,"3,111,433.38","13,989.00",222.42,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
CNM,CORE & MAIN INC CLASS A,Industrials,Equity,"3,106,297.20",0.02,"3,106,297.20","53,705.00",57.84,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
SPXC,SPX TECHNOLOGIES INC,Industrials,Equity,"3,107,119.14",0.02,"3,107,119.14","13,309.00",233.46,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
AIZ,ASSURANT INC,Financials,Equity,"3,104,927.74",0.02,"3,104,927.74","14,374.00",216.01,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
AEIS,ADVANCED ENERGY INDUSTRIES INC,Information Technology,Equity,"3,092,331.55",0.02,"3,092,331.55","10,015.00",308.77,United States,NASDAQ,USD,1.00,USD,-
ARMK,ARAMARK,Consumer Discretionary,Equity,"3,073,794.64",0.02,"3,073,794.64","72,856.00",42.19,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
DT,DYNATRACE INC,Information Technology,Equity,"3,064,116.12",0.02,"3,064,116.12","82,524.00",37.13,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
GWRE,GUIDEWIRE SOFTWARE INC,Information Technology,Equity,"3,057,853.68",0.02,"3,057,853.68","23,448.00",130.41,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
RMBS,RAMBUS INC,Information Technology,Equity,"3,032,083.80",0.02,"3,032,083.80","30,510.00",99.38,United States,NASDAQ,USD,1.00,USD,-
TTEK,TETRA TECH INC,Industrials,Equity,"3,000,861.64",0.02,"3,000,861.64","74,242.00",40.42,United States,NASDAQ,USD,1.00,USD,-
HUBS,HUBSPOT INC,Information Technology,Equity,"2,971,648.68",0.02,"2,971,648.68","14,196.00",209.33,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
MSFUT,CASH COLLATERAL MSFUT USD,Cash and/or Derivatives,Cash Collateral and Margins,"2,942,459.03",0.02,"2,942,459.03","2,942,459.00",100.00,United States,-,USD,1.00,USD,"Feb 01, 2009"
APA,APA CORP,Energy,Equity,"2,925,079.56",0.02,"2,925,079.56","103,506.00",28.26,United States,NASDAQ,USD,1.00,USD,-
AMH,AMERICAN HOMES RENT REIT CLASS A,Real Estate,Equity,"2,924,301.42",0.02,"2,924,301.42","92,133.00",31.74,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ROIV,ROIVANT SCIENCES LTD,Health Care,Equity,"2,919,029.20",0.02,"2,919,029.20","108,919.00",26.80,United States,NASDAQ,USD,1.00,USD,-
NTNX,NUTANIX INC CLASS A,Information Technology,Equity,"2,917,873.47",0.02,"2,917,873.47","70,429.00",41.43,United States,NASDAQ,USD,1.00,USD,-
QGEN,QIAGEN NV,Health Care,Equity,"2,913,738.90",0.02,"2,913,738.90","57,065.00",51.06,Germany,New York Stock Exchange Inc.,USD,1.00,USD,-
TTC,TORO,Industrials,Equity,"2,907,750.50",0.02,"2,907,750.50","29,165.00",99.70,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
SN,SHARKNINJA INC,Consumer Discretionary,Equity,"2,892,781.35",0.02,"2,892,781.35","23,085.00",125.31,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
SAIA,SAIA INC,Industrials,Equity,"2,878,175.40",0.02,"2,878,175.40","7,405.00",388.68,United States,NASDAQ,USD,1.00,USD,-
SSB,SOUTHSTATE BANK CORP,Financials,Equity,"2,874,424.32",0.02,"2,874,424.32","27,724.00",103.68,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
WTRG,ESSENTIAL UTILITIES INC,Utilities,Equity,"2,873,257.92",0.02,"2,873,257.92","76,743.00",37.44,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
AYI,ACUITY INC,Industrials,Equity,"2,868,965.27",0.02,"2,868,965.27","8,909.00",322.03,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
JAZZ,JAZZ PHARMACEUTICALS PLC,Health Care,Equity,"2,853,675.84",0.02,"2,853,675.84","17,166.00",166.24,United States,NASDAQ,USD,1.00,USD,-
CR,CRANE,Industrials,Equity,"2,841,239.43",0.02,"2,841,239.43","14,163.00",200.61,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
AR,ANTERO RESOURCES CORP,Energy,Equity,"2,824,950.60",0.02,"2,824,950.60","80,460.00",35.11,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ALSN,ALLISON TRANSMISSION HOLDINGS INC,Industrials,Equity,"2,821,699.95",0.02,"2,821,699.95","24,231.00",116.45,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
WAL,WESTERN ALLIANCE,Financials,Equity,"2,795,872.89",0.01,"2,795,872.89","29,483.00",94.83,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ONON,ON HOLDING LTD CLASS A,Consumer Discretionary,Equity,"2,778,315.05",0.01,"2,778,315.05","61,345.00",45.29,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ORI,OLD REPUBLIC INTERNATIONAL CORP,Financials,Equity,"2,774,517.90",0.01,"2,774,517.90","65,514.00",42.35,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
TECH,BIO TECHNE CORP,Health Care,Equity,"2,774,668.50",0.01,"2,774,668.50","43,730.00",63.45,United States,NASDAQ,USD,1.00,USD,-
EPAM,EPAM SYSTEMS INC,Information Technology,Equity,"2,774,686.11",0.01,"2,774,686.11","15,589.00",177.99,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
EGP,EASTGROUP PROPERTIES REIT INC,Real Estate,Equity,"2,770,407.08",0.01,"2,770,407.08","14,588.00",189.91,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
IVZ,INVESCO LTD,Financials,Equity,"2,761,816.64",0.01,"2,761,816.64","104,456.00",26.44,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,Consumer Discretionary,Equity,"2,762,675.10",0.01,"2,762,675.10","120,378.00",22.95,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
WTFC,WINTRUST FINANCIAL CORP,Financials,Equity,"2,755,042.42",0.01,"2,755,042.42","17,869.00",154.18,United States,NASDAQ,USD,1.00,USD,-
CMC,COMMERCIAL METALS,Materials,Equity,"2,752,836.43",0.01,"2,752,836.43","33,083.00",83.21,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
GMED,GLOBUS MEDICAL INC CLASS A,Health Care,Equity,"2,753,712.00",0.01,"2,753,712.00","31,200.00",88.26,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
GME,GAMESTOP CORP CLASS A,Consumer Discretionary,Equity,"2,747,108.70",0.01,"2,747,108.70","113,470.00",24.21,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
VMI,VALMONT INDS INC,Industrials,Equity,"2,746,203.95",0.01,"2,746,203.95","5,747.00",477.85,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
HALO,HALOZYME THERAPEUTICS INC,Health Care,Equity,"2,742,379.41",0.01,"2,742,379.41","34,491.00",79.51,United States,NASDAQ,USD,1.00,USD,-
